Data_sheet,Entry,Morphology_num,Genetics_Code,Date,Site,Depth_band,Depth_m,Lat_DD,Lon_DD,Quadrat,Bag_No,Quadrat_size,Species,Complete,New_blade_error,Old_blade_error,Stipe_length_cm,New_blade_length_cm,Old_blade_length_cm,X2nd_old_blade_length_cm,Total_blade_length_cm,New_blade_width_cm,Old_blade_width_cm,X2nd_old_blade_width,Blade_thickness_mm,Epiphyte_WW_g,Epiphyte_kelp_WW_g,Stipe_WW_g,Stipe_diameter_mm,Age,Epiphyte_percent_cover,Sporophyll_WW_g,New_blade_WW_g,Old_blade_WW_g,X2nd_old_blade_WW_g,Total_blade_WW_g,Holdfast_WW_g,Total_plant_WW_g,Notes,Reproductive,Location_Campaign,Total_plant_length_cm,Data_Sheet,Total_blade_width_cm,Sample,Stipe_diameter_distal_cm,Blade_thickness_mm_distal,epiphytes_.,Number_of_blades_or_digits,Length_1st_blade,Thallus_ww,Thallus_length,Blade_1_length_solidungula_cm,Num_blades_solidungula,Blade_thickness_distal_mm,Tattering_distal_cm,Blade_epiphyte_cm_distal,Epiphyte_notes,Epiphyte_percent_cover_on_stipe,Individuals,Notes_2,Site_Name,Length_cm_,Width_cm,Area_.5.sqr_,biomass_g_cor,Corrected_depth_m,Genus
3,NA,SB_05_2024_52,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.5,9,NA,NA,NA,1.9,NA,NA,0.1,NA,NA,0.1,0.2,1,NA,NA,0.2,NA,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
3,NA,SB_05_2024_53,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.4,6.5,NA,NA,NA,1.6,NA,NA,0.1,NA,NA,0.1,0.4,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_54,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.1,8.1,NA,NA,NA,1.5,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_55,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.2,6.9,NA,NA,NA,1.4,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_56,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.1,3.4,NA,NA,NA,0.6,NA,NA,0.1,NA,NA,0.1,0.1,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_57,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,NA,12.5,NA,NA,NA,1.9,NA,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.3,NA,NA,0.3,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_58,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.3,7.2,NA,NA,NA,1.6,NA,NA,0.1,NA,NA,0.1,0.2,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_59,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,NA,5.1,NA,NA,NA,1.6,NA,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_60,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.2,4.9,NA,NA,NA,1.4,NA,NA,0.1,NA,NA,0.1,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_61,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,NA,9.7,NA,NA,NA,1.9,NA,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.3,NA,NA,0.3,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_62,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.4,11,NA,NA,NA,2.2,NA,NA,0.1,NA,NA,0.1,0.4,1,NA,NA,0.3,NA,NA,0.3,0.1,0.5,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_63,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.5,8.6,NA,NA,NA,1.9,NA,NA,0.2,NA,NA,0.1,0.4,1,NA,NA,0.2,NA,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_64,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.5,12,NA,NA,NA,2.6,NA,NA,0.1,NA,NA,0.1,0.4,1,NA,NA,0.5,NA,NA,0.5,0.1,0.7,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_65,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.2,15.4,NA,NA,NA,2.9,NA,NA,0.1,NA,NA,0.1,0.5,1,NA,NA,0.6,NA,NA,0.6,0.1,0.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_66,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,NA,5,NA,NA,NA,2.5,NA,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_67,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.3,8.6,NA,NA,NA,1.5,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.2,NA,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_68,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.4,7.2,NA,NA,NA,2.1,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_69,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.2,6.7,NA,NA,NA,1.4,NA,NA,0.1,NA,NA,0.1,0.2,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_70,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.2,7.5,NA,NA,NA,1.6,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.2,NA,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_71,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.3,6,NA,NA,NA,1.9,NA,NA,0.1,NA,NA,0.1,0.4,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_72,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.6,8.5,NA,NA,NA,1.5,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.2,NA,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
4,NA,SB_05_2024_73,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.2,6.5,NA,NA,NA,1.2,NA,NA,0.1,NA,NA,0.1,0.4,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
5,NA,SB_05_2024_74,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.6,8,NA,NA,NA,1.8,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.2,NA,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
5,NA,SB_05_2024_75,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,NA,8.4,NA,NA,NA,2.6,NA,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.3,NA,NA,0.3,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
5,NA,SB_05_2024_76,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.5,7,NA,NA,NA,1.4,NA,NA,0.1,NA,NA,0.1,0.4,1,NA,NA,0.2,NA,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
5,NA,SB_05_2024_77,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,0.5,7,NA,NA,NA,1.2,NA,NA,0.1,NA,NA,0.1,0.1,1,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
5,NA,SB_05_2024_78,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Saccharina latissima,NA,NA,NA,NA,6.5,NA,NA,NA,1.7,NA,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
5,79,SB_05_2024_79,NA,5/05/2024,SVAL2,10,9.3,78.95875,12.04262,2,17,0.25,Recruits (Saccharina latissima),NA,NA,NA,0.2,2,NA,NA,NA,1,NA,NA,0.1,NA,NA,0.1,0.1,0,NA,NA,0.1,NA,NA,0.1,0.1,0.3,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recruits
